0,0
0.125618236,-0.032966648
0.251236472,-0.065933297
0.376854708,-0.098899945
0.502472945,-0.131866593
0.628091181,-0.164833242
0.753709417,-0.19779989
0.879327653,-0.230766538
1.004945889,-0.263733187
1.130564125,-0.296699835
1.256182362,-0.329666483
1.381800598,-0.362633132
1.507418834,-0.39559978
1.63303707,-0.428566428
1.758655306,-0.461533077
1.884273542,-0.494499725
2.009891779,-0.527466373
2.135510015,-0.560433022
2.261128251,-0.59339967
2.386746487,-0.626366318
2.512364723,-0.659332967
2.637982959,-0.692299615
2.763601196,-0.725266263
2.889219432,-0.758232912
3.014837668,-0.79119956
3.140455904,-0.824166208
3.26607414,-0.857132857
3.391692376,-0.890099505
3.517310613,-0.923066153
3.642928849,-0.956032802
3.768547085,-0.98899945
3.894165321,-1.021966098
4.019783557,-1.054932747
4.145401793,-1.087899395
4.27102003,-1.120866043
4.396638266,-1.153832692
4.522256502,-1.18679934
4.647874738,-1.219765988
4.773492974,-1.252732637
4.89911121,-1.285699285
5.024729447,-1.318665933
5.150347683,-1.351632582
5.275965919,-1.38459923
5.401584155,-1.417565878
5.527202391,-1.450532527
5.652820627,-1.483499175
5.778438864,-1.516465823
5.9040571,-1.549432472
6.029675336,-1.58239912
6.155293572,-1.615365768
6.280911808,-1.648332417
6.406530044,-1.681299065
6.532148281,-1.714265713
6.657766517,-1.747232362
6.783384753,-1.78019901
6.909002989,-1.813165658
7.034621225,-1.846132307
7.160239461,-1.879098955
7.285857698,-1.912065603
7.411475934,-1.945032252
7.53709417,-1.9779989
7.662712406,-2.010965548
7.788330642,-2.043932196
7.913948878,-2.076898845
8.039567115,-2.109865493
8.165185351,-2.142832141
8.290803587,-2.17579879
8.416421823,-2.208765438
8.542040059,-2.241732086
8.667658295,-2.274698735
8.793276532,-2.307665383
8.918894768,-2.340632031
9.044513004,-2.37359868
9.17013124,-2.406565328
9.295749476,-2.439531976
9.421367712,-2.472498625
9.546985949,-2.505465273
9.672604185,-2.538431921
9.798222421,-2.57139857
9.923840657,-2.604365218
10.04945889,-2.637331866
10.17507713,-2.670298515
10.30069537,-2.703265163
10.4263136,-2.736231811
10.55193184,-2.76919846
10.67755007,-2.802165108
10.80316831,-2.835131756
10.92878655,-2.868098405
11.05440478,-2.901065053
11.18002302,-2.934031701
11.30564125,-2.96699835
11.43125949,-2.999964998
11.55687773,-3.032931646
11.68249596,-3.065898295
11.8081142,-3.098864943
11.93373244,-3.131831591
12.05935067,-3.16479824
12.18496891,-3.197764888
12.31058714,-3.230731536
12.43620538,-3.263698185
12.56182362,-3.296664833
12.68744185,-3.329631481
12.81306009,-3.36259813
12.93867832,-3.395564778
13.06429656,-3.428531426
13.1899148,-3.461498075
13.31553303,-3.494464723
13.44115127,-3.527431371
13.56676951,-3.56039802
13.69238774,-3.593364668
13.81800598,-3.626331316
13.94362421,-3.659297965
14.06924245,-3.692264613
14.19486069,-3.725231261
14.32047892,-3.75819791
14.44609716,-3.791164558
14.5717154,-3.824131206
14.69733363,-3.857097855
14.82295187,-3.890064503
14.9485701,-3.923031151
15.07418834,-3.9559978
15.19980658,-3.988964448
15.32542481,-4.021931096
15.45104305,-4.054897745
15.57666128,-4.087864393
15.70227952,-4.120831041
15.82789776,-4.15379769
15.95351599,-4.186764338
16.07913423,-4.219730986
16.20475247,-4.252697635
16.3303707,-4.285664283
16.45598894,-4.318630931
16.58160717,-4.35159758
16.70722541,-4.384564228
16.83284365,-4.417530876
16.95846188,-4.450497525
17.08408012,-4.483464173
17.20969835,-4.516430821
17.33531659,-4.54939747
17.46093483,-4.582364118
17.58655306,-4.615330766
17.7121713,-4.648297415
17.83778954,-4.681264063
17.96340777,-4.714230711
18.08902601,-4.74719736
18.21464424,-4.780164008
18.34026248,-4.813130656
18.46588072,-4.846097305
18.59149895,-4.879063953
18.71711719,-4.912030601
18.84273542,-4.94499725
18.96835366,-4.977963898
19.0939719,-5.010930546
19.21959013,-5.043897195
19.34520837,-5.076863843
19.47082661,-5.109830491
19.59644484,-5.14279714
19.72206308,-5.175763788
19.84768131,-5.208730436
19.97329955,-5.241697085
20.09891779,-5.274663733
20.22453602,-5.307630381
20.35015426,-5.34059703
20.47577249,-5.373563678
20.60139073,-5.406530326
20.72700897,-5.439496975
20.8526272,-5.472463623
20.97824544,-5.505430271
21.10386368,-5.53839692
21.22948191,-5.571363568
21.35510015,-5.604330216
21.48071838,-5.637296865
21.60633662,-5.670263513
21.73195486,-5.703230161
21.85757309,-5.73619681
21.98319133,-5.769163458
22.10880957,-5.802130106
22.2344278,-5.835096755
22.36004604,-5.868063403
22.48566427,-5.901030051
22.61128251,-5.9339967
22.73690075,-5.966963348
22.86251898,-5.999929996
22.98813722,-6.032896645
23.11375545,-6.065863293
23.23937369,-6.098829941
23.36499193,-6.131796589
23.49061016,-6.164763238
23.6162284,-6.197729886
23.74184664,-6.230696534
23.86746487,-6.263663183
23.99308311,-6.296629831
24.11870134,-6.329596479
24.24431958,-6.362563128
24.36993782,-6.395529776
24.49555605,-6.428496424
24.62117429,-6.461463073
24.74679252,-6.494429721
24.87241076,-6.527396369
